text,label
សង្ឃឹម ត្រឡប់ មកវិញ ទទួលបាន បទពិសោធ ៗ បន្ត ដុសខាត់ សមត្ថភាព ក្លឹប,positive
ថ្នាក់ដឹកនាំ គ្រប់គ្រង ស្វែងយល់ ការងារ បញ្ជាទិញ ងាយស្រួល ផែនការបញ្ជាទិញ អង្គភាព ពេលវេលា,positive
ចេះ រៀប ឃ្លា ឃ្លោង ជា ភាសា ខ្មែរ សំរាយ អាន ងាយ យល់ ជា ចៀសវាង ប្រើប្រាស់ ពាក្យ បាលី សំស្ក រឹត មិន អ្នកអាន សរសើរ អ្នកទេ ខ្លួនអ្នក មិន យល់ ន័យ ពាក្យ បាលី សំស្ក រឹត ឯង បាន ប្រើប្រាស់,positive
ប្រទេស ផលិត ប្រេង ទទួលបាន ប្រាក់ ចំណូល ច្រើន ការហក់ តម្លៃ ប្រេង ឧស្ម័ន សកល,positive
ចំណេះដឹង ធ្វើជា ផ្លូវ មនុស្ស ធ្វើឱ្យ ប្រសើរឡើង គុណភាព ជីវិត សារៈសំខាន់ វឌ្ឍនភាពសង្គម សេដ្ឋកិច្ច,positive
ទោះ កុមារ ១៤ លាន នាក់ មិន ចូលរៀន បែប ឌីជីថល បាន ទេ កំឡុង ជំងឺ រាតត្បាត,negative
ជា ឱកាស កិត្តិយស សម្តេច គុយ បា,positive
មិន ហ៊ាន ភ្នាល់ ដឹងខ្លួន ចាញ់ ហ៊ុន ម៉ាណែត ជាក់ ជា មិន ខាន,negative
អាមេរិក ប្រទេស អ៊ុយក្រែន ធ្វើជា កន្លែង សាកល្បង អាវុធ ឯង ជាមួយ ប្រទេស រុស្ស៊ី,neutral
អាស្រ័យ ហេតុ សូម បងប្អូន ប្រជាពលរដ្ឋ មេត្តា ចូលរួម ធ្វើដំណើរ ខ្សែ រថភ្លើង កាលបរិច្ឆេទ ពេលវេលា ទិសដៅ ធ្វើដំណើរ បាន ពេលវេលា ៕,positive
បន្លែ ពណ៌ បៃតង ផ្ទុក សារធាតុ hytochemicals carotenoids indoles saponins ផ្ទុក សារធាតុ ប្រឆាំង ជំងឺ មហារីក,neutral
ហ៊ុន សែន មិន ប្តឹង ឧទ្ធរណ៍ បន្ត ខណៈ ចាត់ទុក ករណី ជា ជោគជ័យ ការតតាំង តុលាការ បារាំង ជាមួយ មេ បក្ស ប្រឆាំង សម រង្ស៊ី សេចក្តីសម្រេច តុលាការ បារាំង ៗ បាន ជម្រះ មន្ទិល សង្ស័យ ផ្សេង ៗ ពាក់ព័ន្ធ ការស្លាប់ ហុក ឡង ឌី ឧទ្ធម្ភាគចក្រ កាលពី ឆ្នាំ ២០០៨ ៕,positive
រដ្ឋមន្ត្រី ក្រសួង ការពារ ជាតិ អាម៉េរិក ឡត អូស្ទីន lloyd austin បាន និយាយ កាលពី ថ្ងៃអាទិត្យ ២ ខែតុលា មិន សញ្ញា បង្ហាញ តៃវ៉ាន់ ទទួលរង ការឈ្លាន ពាន ចិន ទេ ប៉ុន្តែ ទីក្រុង ប៉េកាំង ព្យាយាម បង្កើត សកម្មភាព យោធា កោះ,negative
គួរ សេចក្តីអំណរ ជីវិត ចាប់ផ្តើម ថ្ងៃ កម្លាំងចិត្ត ស្នាមញញឹម ខិតខំ ប្រឹងប្រែង បន្ត សម្រេច ក្តីសុបិន គោលដៅ កុំ រវល់ អង្គុយ តូចចិត្ត ខាត ពេលណាស់,positive
ទម្លាប់ ចំណាយ ជាច្រើន សប្តាហ៍ ធ្វើឲ្យ សម្រប ប៉ុន្តែ ខួរក្បាល រាងកាយ ទម្លាប់ គេង ភ្ញាក់ ដំណេក ឯង,neutral
រដ្ឋលេខាធិការ ក្រសួង ពាណិជ្ជកម្ម បាន កិច្ចព្រមព្រៀង ភាពជាដៃគូ សេដ្ឋកិច្ច ជ្រុងជ្រោយ តំបន់ rcep សារៈសំខាន់ ការជំរុញ កំណើន សេដ្ឋកិច្ច កម្ពុជា ការផ្លាស់ប្តូរ រចនាសម្ព័ន្ធ សេដ្ឋកិច្ច កម្ពុជា ការកសាង អភិវឌ្ឍ សេដ្ឋកិច្ច តំបន់ ព្រមទាំង សាកលលោក ជា សញ្ញាណ ការបង្ហាញ ការគាំទ្រ ប្រព័ន្ធ ពាណិជ្ជកម្ម សេរី ពហុ ភាគី ផ្អែក គោលការណ៍ ច្បាប់ ប្រឆាំង ការកើនឡើង និន្នាការ គាំពារ ប្រទេស មហា អំណាច បង្ក ផល ប៉ះពាល់ សេដ្ឋកិច្ច ពិភពលោក,positive
បង ពេញចិត្ត ប្អូន ប្រុស ដាវីន ច្រៀង បាន ពិរោះ កាយវិការស់រវើក ៗ បង សូម សរសើរ,positive
លោកស្រី បាន បន្ត ឆ្នាំ កម្ពុជា ធ្វើជា ម្ចាស់ ផ្ទះ រៀបចំ ការប្រកួត កីឡា អាស៊ី អាគ្នេយ៍ ឆ្នាំ ២០២៣ sea game 2023 សារព័ត៌មាន កោះសន្តិភាព គោលបំណង ការផ្សព្វផ្សាយ ព័ត៌មាន ទេសចរណ៍ កម្ពុជា អាស៊ាន វិស័យ កីឡា កាន់តែ ច្រើន ខ្លាំងក្លា ជា ការយល់ដឹង សាធារណជន ទូទៅ លើកកម្ពស់ វិស័យ ទេសចរណ៍ កីឡា កម្ពុជា តំបន់ អាស៊ាន ផងដែរ,positive
រូបភាព ៗ កម្មវិធី បំពាក់ ចិញ្ចៀន ខ្ញុំ អង្គុយ គិត រក caption ថ្ងៃ អត់ ដឹង និយាយ ទេ,negative
មិន ចង់់ ប្រជាជន ខ្មែរ គំនិត ចេះ ពិចារណា ទេ,negative
និយាយ បាន ជីវិត នយោបាយ សម រង្ស៊ី រស់ ការតោង កន្ទុយ ក្បិន ជាពិសេស ធ្លាក់ខ្លួន តោង កន្ទុយ ក្បិន កឹម សុខា,negative
សញ្ញាបត្រ មិន បញ្ជាក់ សីលធម៌ បុគ្គល បាន ទេ សញ្ញាបត្រ ច្រើន សីលធម៌ ពិបាក គ្រាប់ ល្ពៅ ចឹង ៗ សំបូរ,negative
កាលពី កន្លងទៅ អ្នកគ្រូ ហុង ស៊ុយ ណាលី បាន បកស្រាយ ចម្ងល់ រឿង ហុង ស៊ុយ ជំនឿ សាសនា ខុសគ្នា ត្រង់ណា ដើម្បីឲ្យ ប្រជាពលរដ្ឋ បាន ដឹង កុំ ឲ្យ ការយល់ ច្រឡំ បន្ត អ្នកគ្រូ បាន បញ្ជាក់ មនុស្ស ជាច្រើន ស្ទើរតែ ៩៥% យល់ ច្រលំ ហុង ស៊ុយ ជំនឿ សាសនា គិត ជឿ ហុង ស៊ុយ ជឿ សាសនា ចិន ការពិត ហុង ស៊ុយ មិន ជា ជំនឿ ហុង ស៊ុយ មិន ជា រឿង ងុបងុល ហុង ស៊ុយ feng shui និយាយ ខ្យល់ ទឹក,positive
ស្រស់ស្អាត ខេត្ត បាត់ដំបង,positive
ការអនុវត្តន៍ វិធីសាស្តរ ច្រើន ជួបប្រទះឃើញ តំបន់ ព្រៃ ភ្នំ ចង្កេះ ភ្នំ ជើង ភ្នំ ច្រើន ខេត្ត រតនគីរី មណ្ឌលគិរី ជាដើម,neutral
រឿង ប៉ះពាល់ មិន ប៉ះពាល់ ខ្ញុំ យល់ឃើញ មិន ប៉ះពាល់,negative
ឆ្នាំ ២០០៦ គម្រោង ស្តារ ផ្លូវ ដែក តម្លៃ ១៤៣លាន ដុល្លារ អាមេរិក ដាក់ សម្ពោធ រាជ រដ្ឋាភិបាល កម្ពុជា ជាមួយនឹង ការគាំទ្រ ម្ចាស់ ជំនួយ ក្រៅ ប្រទេស ជាច្រើន,positive
ឆ្នាំ ២០២០ គ្រួសារ ជនបទ ១៨ ភាគរយ លទ្ធភាព ទទួលបាន ទឹក ស្អាត សុវត្ថិភាព,positive
អ្នកសម្របសម្រួល រៀបចំ កក់ ដំណើរកម្សាន្ត អ្នកនាង ចាន់ ធី បាន រំឭក ថា៖ សម្តី ភ្ញៀវ ធ្វើឱ្យ ខ្ញុំ ចងចាំ ពួកគាត់ ខំ អគារ ចាស់ ៗ,positive
ហ៊ុន ម៉ាណែត៖ គណបក្ស ប្រជាជន កម្ពុជា តែង ដុសខាត់ ជាប្រចាំ បង្កើន ប្រសិទ្ធភាព ការបម្រើ ពលរដ្ឋ ព្យាយាម កែប្រែ ភាពចន្លោះប្រហោង,positive
ឯកឧត្តម រដ្ឋលេខាធិការ បាន លើកឡើង តំបន់ កម្សាន្ត គោលដៅ ដាច់ស្រយាល ចាំបាច់ ការដំឡើង សេវា ទូរសព្ទ អ៊ីនធឺណិត លើកកម្ពស់ វិស័យ ទេសចរណ៍ ភ្ញៀវ ជាតិ អន្តរជាតិ បងប្អូន រស់ តំបន់ បាន ប្រើប្រាស់ កាន់តែ ទូលំទូលាយ ឆ្លើយតប អនុសាសន៍ ដ៏ ខ្ពង់ខ្ពស់ ប្រមុខ រាជ រដ្ឋាភិបាល សម្តេច តេជោ ហ៊ុន សែន ផែនការស្តារ លើកស្ទួយ វិស័យ ទេសចរណ៍ កម្ពុជា វិបត្តិ កូវីដ - ១៩,positive
គ្រូបង្វឹក ជម្រើសជាតិ ផ្នែក ហែលទឹក ពាក់ ជើង ទា ហែម ថុន ពន្លឺ បាន ឱ្យដឹង បច្ចុប្បន្ន ក្រុម ជម្រើសជាតិ សម្រុក ហ្វឹកហាត់ សកម្ម កីឡាករ កីឡាការិនី ទាំង៦ នាក់,positive
តាមពិត សម័យ gogol ប្រាកដ និន្នាការ ដ៏ ពេញនិយម,positive
ភាពជាដៃគូ អតិថិជន ដៃគូ ក្រុមហ៊ុន smart axiata ធនាគារ អេស៊ីលីដា ប្រតិបត្តិការ ហិរញ្ញវត្ថុ ជាច្រើន តាមរយៈ គណនី ធនាគារ អេស៊ីលីដា រីករាយ ជាមួយ អត្ថប្រយោជន៍ ជាច្រើន,positive
ទ្បែក កម្មវិធី ដំណើរការ កាន់តែ ទទួលបាន ជោគជ័យ ការចូលរួម ផ្សព្វផ្សាយ តំបន់ ព្រៃឈើ ប្រែក្លាយជា តំបន់ ទេសចរណ៍,positive
បំបាត់ ការចង្អោ រ ការឈឺចាប់ ផងដែរ,positive
ខ្ញុំ ព្យាយាម ត្រលប់មក កន្លែង គេង រាង លឿន បន្តិច ប្រហែលជា ម៉ោង ៩ ត្រលប់ មកវិញ ប្រហែលជា ម៉ោង ១០ សណ្ឋាគារ ស្អែក ព្រឹក ចួប ជុំគ្នា ម៉ោង ៦ ស្រស់ ស្រូប អាហារ ពេលព្រឹក ចេញដំណើរ ម៉ោង ៧,positive
មន្ត្រី ជាន់ ខ្ពស់ ក្រសួង សុខាភិបាល ជំរុញ ស្ថាប័ន ពាក់ព័ន្ធ ពិនិត្យ ហ្មត់ចត់ អ្នកដំណើរ ចូល កម្ពុជា កន្ទួល រមាស់ គ្រុន ក្តៅ ប្រវត្តិ ធ្វើដំណើរ បណ្តា ប្រទេស ប៉ែក អាហ្វរិក ១០ តំបន់ ទាំងនោះ ផ្ទុះ ជំងឺ អុត ស្វា,positive
យកចិត្តទុកដាក់ កុំ ភ្លេច យកចិត្តទុកដាក់ ឯង,positive
កុំ ខូចចិត្ត យូរ ពេក ដើរ ដួល ប្រឹង ក្រោក ឈឺចាប់ ប្រឹង រស់ បន្ត,positive
ការសម្រេចចិត្ត លោកស្រី ការចូលរួម កិច្ចប្រជុំ បាន ធ្វើឱ្យ ក្តីសង្ឃឹម ឡើងវិញ ទំនាក់ទំនង ទីក្រុង ព្រុច សែល ទីក្រុង ឡុងដ៍ បាន ពង្រឹង ភាពកក់ក្តៅ សប្តាហ៍ ៗ ការប្រឈមមុខ ដាក់ ភាគី ពាណិជ្ជកម្ម ការចាកចេញ សហភាព អឺរ៉ុប brexit ប្រទេស អៀរឡង់ ខាងជើង,positive
កិច្ចប្រជុំ ការលាក់បាំង កិច្ចព្រមព្រៀង,negative
ទីក្រុង silver spring អាមេរិក « ផ្ទះ លក់ » ម្ចាស់ ប្រកបដោយ មោទនភាព គ្រាន់តែ ការផ្តល់ ជូន ភ្លាម ៗ ប៉ុណ្ណោះ ជាក់ស្តែង អ្នកទិញ ចាប់អារម្មណ៍ ១០ ម៉ឺន ដុល្លារ,positive
សម្តេច តេជោ ហ៊ុន សែន គូសបញ្ជាក់ ជា អន្តរាគមន៍ ចំបាច់ ដោះស្រាយ បញ្ហា រដូវ វស្សា,positive
សម្រេចបាន ផែនការ តាមរយៈ ការប្រើប្រាស់ បទពិសោធ ដ៏ រឹងមាំ ការចែកចាយ ផលិតផល ធានារ៉ាប់រង តាមរយៈ បណ្តាញ ឌីជីថល,positive
ការសិក្សា បាន បង្ហាញ សារជាតិ កាហ្វេអ៊ីន កាត់បន្ថយ រោគសញ្ញា ជំងឺ ធ្លាក់ទឹកចិត្ត ការពារ ប្រឆាំង ជំងឺ ធ្លាក់ទឹកចិត្ត,positive
ជំងឺ ទឹកនោម ផ្អែម ជំងឺ តម្រងនោម លំពែង ការព្រួយបារម្ភ ផងដែរ,negative
ពេលនេះ សឹងតែ មិន ប្រជាជន កាប់ ព្រៃ បរបាញ់ សត្វ ទេ,positive
ពណ៌ ព្រលាំ ត្រឹមត្រូវ ពណ៌ លឿង ថ្លា ទឹកនោម ថ្លា ជា លទ្ធផល ការផ្សំ ទឹក ច្រើន ពេក ន័យ សារជាតិ អំបិល ត្រូវការ ជា ចាំបាច់ សារជាតិ អេឡិចត្រូលីត បាន ថយចុះ,positive
ច្បាស់ មន្ទិល សង្ស័យ កញ្ញា សេង ធារី អ្នកទោស នយោបាយ ជាច្រើន នាក់ កម្ពុជា ឃុំ ការអនុវត្ត សិទ្ធិ សេរីភាព ជា មូលដ្ឋាន សេរីភាព ការបញ្ចេញមតិ សេរីភាព ការប្រមូលផ្តុំ សន្តិវិធី សិទ្ធិ ចូលរួម សកម្មភាព នយោបាយ ជាដើម,positive
សម្តេច ពិជ័យ សេនា ទៀ បាញ់ ឧប នាយក រដ្ឋមន្ត្រី រដ្ឋមន្ត្រី ក្រសួង ការពារ ជាតិ ជា ប្រធាន គណៈកម្មាធិការ ជាតិ រៀបចំ ការប្រកួត កីឡា អាស៊ី អាគ្នេយ៍ ជា សហ ប្រធាន seagf ឯកឧត្តម បណ្ឌិត ថោង ខុន រដ្ឋមន្ត្រី ក្រសួង ទេសចរណ៍ ជា ប្រធាន nocc វត្តមាន កិច្ចប្រជុំ,positive
ខ្មែរ ការយល់ មិន ច្បាស់ អត្តសញ្ញាណ identite ជា ហេតុ នាំអោយ អ្នកសិក្សា ការភាន់ច្រលំ រហូត ទាញ ភ្ជាប់ ជាតិ ខ្មែរ ទៅនឹង ជាតិ យល់ អរិយធម៌ ខ្ពង់ខ្ពស់ ជាង ខ្មែរ,negative
ខ្ញុំ គិត ជា ការគិត,negative
វគ្គ សិក្សា ជំនាញ អ្នកចូលរួម សុទ្ធតែ ចំណាយ ថវិកា ប៉ុន្តែ ពិនិត្យ ឲ្យ ល្អិតល្អន់ ជា មេរៀន បាន យកមក សិក្សា វគ្គ សិក្សា ឃើញ មិន ព្រះធម៌ ព្រះពុទ្ធ សាសនា,positive
ប្រសិនបើ សង្ស័យ ជំងឺ គ្រុនចាញ់ ប្រញាប់ ពេទ្យ គ្រោះថ្នាក់,positive
ទោះជា បៃ ឌិន បាន អះអាង ប្រទេស រុស្សី ប្រទេស ឯកា ខ្លាំង ជាង,negative
ក្លឹប បិសាច ក្រហម manchester united កាសែត អង់គ្លេស manchester evening news រាយការណ៍ ក្លឹប យក្ស អង់គ្លេស អនុញ្ញាតឱ្យ កី ទ្បាក រ donny van de beek ចាកចេញ ក្លឹប នា រដូវកាល ទីផ្សារ ដោះដូរ កី ទ្បាករ ២ ខែមករា ឆ្នាំ ២០២៣,positive
ប្រមុខ un ទស្សនកិច្ច តំបន់ រង ការបំផ្លិចបំផ្លាញ ទឹក ជំនន់ ប្រទេស ប៉ាគីស្ថាន លើកកម្ពស់ ការយល់ដឹង គ្រោះមហន្តរាយ,negative
ដែនដី ដ៏ ពិសិដ្ឋ ភ្លៀង ខ្លាំង ប្រាសាទ តាកែវ បង្កើត ទស្សនីយភាព ទឹក ហូរ ធ្លាក់ ប្រាសាទ ដ៏ អស្ចារ្យ,positive
ចំណេះដឹង បាន ក្រេប ជញ្ជក់ សាលារៀន កញ្ញា ជិន អយុធ្យា ថ្ងៃ ជា គ្រូបង្រៀន ភាសា ខ្មែរ ក្រៅ ម៉ោង ព្រមទាំង ជា តួ សម្តែង រឿង អាយ៉ៃ និពន្ធ ដឹកនាំ ឪពុក ឈ្មោះ ជិន អេង ផងដែរ,neutral
កាលពី ១ ខែ ជាង មុន ក្រុម ធុរ ជន ផ្នែក វេជ្ជសាស្តរ ថៃ បាន មកដល់ ប្រទេស កម្ពុជា ជា មិន,negative
អ្នកនាង គិន កេសា បាន ថ្លែង ថា៖ « ឆ្នាំ ២០២២ អាចនឹង ឃើញ សកម្មភាព ជួល បន្ត លូតលាស់ ក៏ប៉ុន្តែ ដោយសារ គម្រោង ៗ ជាច្រើន គ្រោង បើក ឆ្នាំ ផងដែរ ទីផ្សារ កន្លែង ជួល លក់ រាយ អាចនឹង ការប្រកួតប្រជែង កាន់តែ ខ្លាំង តម្លៃ ជួល លក្ខខណ្ឌ អនុគ្រោះ នានា »,positive
តារា កំប្លែង ប្រចាំ ស្ថានីយ ទូរទស្សន៍ ពែក មី បាន សារភាព កំហុស ភ្លាម ៗ ក្រោយពី ដឹង កំហុសឆ្គង អចេតនា សម្តែង ទូរទស្សន៍ កាលពី សប្តាហ៍ មុន ការសម្តែង ហាក់ លក្ខណៈ ប្រមាថ ព្រះឆាយាល័ក្ខណ៍ ព្រះមហាក្សត្រ,positive
អ្នកវិទ្យាសាស្ត រ នូវែលសេឡង់ ថ្ងៃអង្គារ ២០ កញ្ញា បាន បង្កើន ប្រកាស អាសន្ន លទ្ធភាព ផ្ទុះ ភ្នំ ភ្លើង បឹង ដ៏ ធំ ប្រទេស បណ្តាលឱ្យ ការផ្ទុះ ដ៏ ធំ ផែនដី រយៈពេល ៥០០០ ឆ្នាំ បាន ផ្ទុះ ១៨០០ ឆ្នាំ មុន,negative
លោកស្រី បាន ថ្លែង ថា៖ « ខ្ញុំ បញ្ជាក់ ច្បាស់ ទៅកាន់ អាជ្ញាធរ ក្រុង ប៉េកាំង ការប្រឈមមុខ ដាក់ ប្រើ កម្លាំងប្រដាប់អាវុធ មិន ជា ជម្រើស ភាគី ទេ ការគោរព ការប្តេជ្ញាចិត្ត ប្រជាជន តៃវ៉ាន់ អធិបតេយ្យភាព លទ្ធិ ប្រជាធិបតេយ្យ សេរីភាព ប៉ុណ្ណោះ ទើប មូលដ្ឋានគ្រឹះ ការបន្ត ទំនាក់ទំនង ច្រក សមុទ្រ តៃវ៉ាន់ បាន »,negative
បច្ចុប្បន្ន ភាគ ច្រើន មិន អត់ ឧបករណ៍ អេឡិចត្រូនិក បាន ទេ,negative
ខ្ញុំ ចាប់ផ្តើម ពិនិត្យ កាន់តែ ឃើញ កាន់តែ ច្បាស់ ព៌ណ បៃតង ជើង តូច ៗ ៤ រូបរាង ទំហំ គ្រាប់ ស្រូវ ស្លាប តូច គូ …,positive
មិន តោង កន្ទុយ ក្បិន អ្នកដទៃ ទេ អ្នកនយោបាយ រូប ពិតជា មិន បន្ត ជីវិត នយោបាយ បាន ក្រោយពី រ បូត ដៃ កន្ទុយ ក្បិន ហ៊ុន សែន ធ្លាក់ តោង កន្ទុយ ក្បិន កឹម សុខា ស្រវា តោង កន្ទុយ ក្បិន បន្ត វេន គណបក្ស ប្រជាជន កម្ពុជា,negative
គួរ បញ្ជាក់ ផងដែរ ជនសង្ស័យ ០២ នាក់ អាយុ ១៤ ឆ្នាំ ១៥ ឆ្នាំ ឃាត់ខ្លួន ជា បណ្តោះអាសន្ន អធិការដ្ឋាន នគរបាល ស្រុក បវេល កសាង សំណុំរឿង បញ្ជូន ការិយាល័យ ជំនាញ ខេត្ត អនុវត្ត បន្ត នីតិវិធី ០៣ នាក់ អាយុ តិច ជាង បាន អប់រំ កិច្ចសន្យា បញ្ឈប់ សកម្មភាព ប្រគល់ ជូន អាណាព្យាបាល អប់រំ បន្ត មូលដ្ឋាន ដោយឡែក វត្ថុតាង ផ្សេង ៗ បាន ប្រគល់ជូន ជនរងគ្រោះ ផងដែរ ៕,positive
មួយវិញទៀត ប្រសិនបើ កម្ពុជា សម្ពាធ អង្គការ យូណេស្កូ ទាក់ទង ការការពារ រមណីយដ្ឋាន អង្គរ ក្រុមគ្រួសារ ទាំងនោះ ចាកចេញ ការសង សំណង រដ្ឋាភិបាល សង ពួកគាត់ មិន ព្រម ទទួលយក,negative
រយៈពេល ៨ ៩ខែ ខ្ញុំ ជឿជាក់ លោកគ្រូ ៗ ពង្រឹង គុណ ផល កីឡាករ បាន ដូច ថ្នាក់ដឹកនាំ សហព័ន្ធ ចង់បាន,positive
ជន ជាប់សង្ស័យ ជា មេខ្លោង ជួញដូរ គ្រឿងញៀន ល្បី ឈ្មោះ សមត្ថកិច្ច នគរបាល ព្រហ្មទណ្ឌ ធ្ងន់ រាជធានី ភ្នំពេញ ចាប់ខ្លួន បញ្ជូន ដាក់ គុក កាលពី ថ្ងៃសៅរ៍ ធ្លាយ រឿង អាស្រូវ បាន ចំណាយ លុយ រាប់ សិប ម៉ឺន ដុល្លារ រថយន្ត ទំនើប តម្លៃ ៨ម៉ឺន ដុល្លារ ឲ្យ មន្ត្រី សាលាដំបូង រាជធានី ជា ថ្នូរ ការដោះលែង ក្រៅ ឃុំ បណ្តោះអាសន្ន កាល ដើម ខែកុម្ភៈ,negative
វិមាន ក្រែម ឡាំង បាន ប្រាប់ ទីភ្នាក់ងារ សារព័ត៌មាន ស្រុក មេដឹកនាំ រុស្ស៊ី ត្រៀមខ្លួន កិច្ចប្រជុំ ជាមួយ ក្រុមប្រឹក្សា សន្តិសុខ ថ្ងៃចន្ទ,neutral
ជា « មាស សុទ្ធ មិន ខ្លាច ភ្លើង »,positive
លោកស្រី បាន ថ្លែង ថា៖ « ទីក្រុង ប្រឆាំង ម៉ឺងម៉ាត់ រឿង បាន បង្ហាញ មិន ពេញចិត្ត ទំហឹង ភាគី អាម៉េរិក ពិភពលោក ប្រទេស ចិន ប៉ុណ្ណោះ តៃវ៉ាន់ ទឹកដី ចិន,negative
ភ្នំពេញ៖ ការចាប់ខ្លួន ជនសង្ស័យ ជា សមាជិក ចលនា មាតា ធម្មជាតិ ច្បាប់ ៣ នាក់ បទ ប្រមាថ ព្រះមហាក្សត្រ ខ្មែរ ជាទីគោរព សក្ការៈ ប្រជាពលរដ្ឋ ខ្មែរ បទ គំនិត ក្បត់ ជាតិ បណ្តាញ ព័ត៌ ក្រុម ជន បរទេស ជា អ្នកស្រឡាញ់ ខ្មែរ ជាង ខ្មែរ ព្រមទាំង ក្រុម សមាគម អង្គការ មិន រដ្ឋាភិបាល ស្រុក ក្រៅ ស្រុក អាជីវកម្ម ព្យាយាម ផ្សព្វផ្សាយ ព័ត៌មាន មិន ពិត អង្គហេតុ ឈាន ការចាប់ខ្លួន ជនសង្ស័យ,negative
គួរ ចៀសវាង ការប្រើ ឧបករណ៍ អេឡិចត្រូនិក កុំព្យូទ័រ យួរ ដៃ ipad ទូរស័ព្ទ ដៃ គ្រែ គេង ផងដែរ,positive
មនុស្ស ស្រី ប្រជ្រុយ ត្រង់ កន្ទុយ ភ្នែក ជា បុគ្គល សំណាង ខ្លាំង ហើយក៏ មិត្តភក្តិ ច្រើន ផងដែរ,positive
កូរ៉េ ខាងត្បូង អាម៉េរិក សមយុទ្ធ បាញ់ មីស៊ីល ឆ្លើយតប បាញ់ កាំជ្រួច មីស៊ីល ផ្លោង កូរ៉េ ខាងជើង,neutral
នាយក ប្រតិបត្តិ សម្ព័ន្ធ គណនេយ្យភាព សង្គម កម្ពុជា សន ជ័យ មានប្រសាសន៍ ថ្ងៃព្រហស្បតិ៍ ការអនុវត្ត គោល នយោបាយ ស្តីពី វិមជ្ឈការ វិសហមជ្ឈការ ជា មូលដ្ឋាន ជំរុញ គណនេយ្យភាព ការទទួលខុសត្រូវ មន្ត្រី បច្ចេកទេស មន្ត្រី នយោបាយ ជួរ ក្រុមប្រឹក្សា ឃុំ - សង្កាត់ រដ្ឋបាល ថ្នាក់ ជាតិ,positive
ម៉ាក់ ប៉ា ខ្ញុំ ស្រលាញ់ ទូរស័ព្ទ,positive
កាត់បន្ថយ ហានិភ័យ ជំងឺ បេះដូង មហារីក ជាពិសេស សួរ បំពង់ អាហារ ក្រពះ បង្កើន មុខងារ ប្រព័ន្ធ ការពារ ភាពស៊ាំ,positive
បច្ចុប្បន្ន ពិភពលោក កំពុងតែ ក្តីកង្វល់ ជាខ្លាំង ការប្រែប្រួល អាកាសធាតុ ផែនដី កាន់តែ កម្តៅ កើនឡើង ខ្ពស់ ជាលំដាប់ ជារៀងរាល់ ឆ្នាំ ខុសប្លែក ប្រក្រតី បណ្តាលឲ្យ វិបត្តិ ធ្ងន់ធ្ងរ ជីវិត អមនុស្ស សត្វ ប្រសិនបើ មិន វិធានការ ដោះស្រាយ ឆាប់ រហ័ស ទេ,negative
ង៉ែត ជូ បាន ជំរុញ ពលរដ្ឋ ជឿជាក់ ជាមួយ ប្រព័ន្ធ ធនាគារ ប្រព័ន្ធ ធនាគារ ប្រព័ន្ធ ត្រួតពិនិត្យ តាមដាន និយ័តករ ធនាគារ ជាតិ កម្ពុជា,positive
ស្តាប់ ពួកគាត់ និយាយ ខ្ញុំ តែងតែ ញញឹម ដើរ មិន តបត បកស្រាយ,positive
អ្នកភូមិ ទាំងនោះ ភាគ ច្រើន ប្រកបរបរ ទុច្ចរិត,negative
ទល់ សប្តាហ៍ ១ ខែមេសា ឆ្នាំ ២០២០ ការអនុវត្ត សកម្មភាព ដំណាក់កាល បន្ទាន់ បាន ប្រព្រឹត្តទៅ ជោគជ័យ,positive
ប្រាកដ គ្រាប់ មុនពេល ដាក់ ចំណិត ហាន់ រួច ទៅក្នុង ស៊ុប ចៀសវាង បញ្ហា ធ្វើឲ្យ ស៊ុប ល្វីង,positive
សមិទ្ធិផល រីកចម្រើន កម្ពុជា មិន កាត់ផ្តាច់ កត្តា សុខ សន្តិភាព ស្ថិរភាព នយោបាយ បាន,positive
ការរស់នៅ សុខភាព ជា បំណង មនុស្ស រូប ប្រាថ្នា,positive
ក្រុមប្រឹក្សា ឃុំ សង្កាត់ ដឹកនាំ ការងារ ស្រប ទៅនឹង ផែនការការអភិវឌ្ឍន៍ ឃុំ សង្កាត់,neutral
ប្រជាពលរដ្ឋ បាន លើកឡើង ថា៖ ចំណាត់ការ គណៈ បញ្ជាការ ឯកភាព រដ្ឋបាល រាជធានី ភ្នំពេញ ការបង្ក រាប បទល្មើស ល្បែងស៊ីសង កុងស៊ី បញ្ចាំ ច្បាប់ ប្រជាពលរដ្ឋ សាទ រ ទំហឹង ជំរុញ បន្ត បង្ក រាប ទទួលបាន ជោគជ័យ,positive
ប្រឹង ឈឺ ជា មិន បាន សម្រាក,negative
ឈឺ សម្រាក ព្យាបាល ជំងឺ សម្រាក មន្ទីរពេទ្យ,neutral
គោលដៅ ការកាត់បន្ថយ អត្រា មរណភាព ទារក កុមារ អាយុ ៥ ឆ្នាំ អត្រា មរណភាព មាតា សម្រេច ពេញលេញ ការកាត់បន្ថយ អត្រា មរណភាព ជំងឺ គ្រុនចាញ់,positive
